,id,handle,text
677,774610373114732545,HillaryClinton,Our next president needs to do everything possible to make life a little easier for working parents. https://t.co/uadk9gd9Xa
678,774590070355529728,realDonaldTrump,"Wow, Hillary Clinton was SO INSULTING to my supporters, millions of amazing, hard working people. I think it will cost her at the Polls!"
679,774589019929866240,realDonaldTrump,"Will be in Missouri today with Melania for the funeral of a wonderful and truly respected woman, Phyllis S!"
680,774585883165093888,realDonaldTrump,"""@Stvzbnk: Just Watched @tonyschwartz. Obviously Tony is a Total Whack Job @realDonaldTrump"""
681,774491376906100736,realDonaldTrump,"Just returned from Pensacola, Florida, where the crowd was incredible."
682,774487060384276480,realDonaldTrump,"I havn't seen @tonyschwartz in many years, he hardly knows me. Never liked his style. Super lib, Crooked H supporter. Irrelevant dope!"
683,774484342030602240,realDonaldTrump,"Dummy writer @tonyschwartz, who wanted to do a second book with me for years (I said no), is now a hostile basket case who feels jilted!"
684,774435466863149057,HillaryClinton,"""Women are seen through a different lens."" —Hillary to @HumansofNY https://t.co/M9k19V7gd9"
685,774435151975747584,realDonaldTrump,"Thank you Florida - we are going to MAKE AMERICA GREAT AGAIN! Join us: https://t.co/3KWOl2ibaW. 
#AmericaFirst https://t.co/vzKtRxzvwv"
686,774426775581495297,HillaryClinton,"Thank you for being so brave, Astrid. I’m going to do everything I can to keep families like yours together. -H https://t.co/ZmFdi427vX"
687,774411853938171904,HillaryClinton,We can’t let Trump’s “manifest unfitness for office” become normal. We need to hold him accountable. https://t.co/ycp0KW7LZL
688,774402528490520576,HillaryClinton,"When Hillary talks about needing more love and kindness in our lives, this is what she means. https://t.co/F9jMEDy00A"
689,774399833733947393,realDonaldTrump,"Will be delivering a major speech tonight - live on @oreillyfactor at 8:10pm from Pensacola, Florida."
690,774386793038778368,realDonaldTrump,"Thank you Ohio. Together, we will MAKE AMERICA GREAT AGAIN!
https://t.co/3KWOl20zMm https://t.co/n026nE4XIp"
691,774385288948817920,realDonaldTrump,Great honor to be endorsed by popular &amp; successful @gov_gilmore of VA. A state that I very much want to win-THX Jim! https://t.co/x4Y1TAFHvn
692,774370688404692992,HillaryClinton,Join @SarahEMcBride and activists across the country in supporting LGBT rights this November: https://t.co/tTgeqxNqYm
693,774370445437140992,HillaryClinton,"At the 2016 DNC, @HRC Press Secretary @SarahEMcBride became the first openly trans person to speak at a convention. https://t.co/pdYSvHDVfJ"
694,774354404162039808,realDonaldTrump,"MAKE AMERICA GREAT AGAIN!
#AmericaFirst #ImWithYou https://t.co/JIlNW7myEN"
695,774354388211081216,HillaryClinton,Appalling behavior from Wells Fargo. This is exactly why we need a strong @CFPB—and can't let Trump dismantle it. https://t.co/tTA2jz7unf
696,774349582981558273,HillaryClinton,"Let's send Donald Trump a powerful message on Election Day. 

https://t.co/tTgeqxNqYm #LoveTrumpsHate https://t.co/lVvhZhDdP9"
697,774341492118810625,HillaryClinton,Women like Elaine served our country and blazed a trail for others to follow. They've earned our highest honors. https://t.co/ysKrzLrdYc
698,774330575230472192,HillaryClinton,North Korea’s decision to conduct another nuclear test is outrageous and unacceptable. https://t.co/i8h9j2oiIC
699,774324191587893248,HillaryClinton,Watch live as @ElizabethForMA campaigns for Hillary in Philadelphia → https://t.co/n9m2rk9iCQ https://t.co/tTgeqxNqYm
700,774299479155544064,realDonaldTrump,"Henry McMaster, Lt. Governor of South Carolina who endorsed me, beat failed @CNN announcer Bakari Sellers, so badly. Funny!"
701,774286177369284612,HillaryClinton,"If you want to see what corruption actually looks like, this is it. https://t.co/tBfL0J82Tz https://t.co/Fc9U2cmlU8"
703,774279952187416577,HillaryClinton,"This is what a comprehensive (not ""secret"") counterterrorism plan looks like. https://t.co/QgVruA4rQA"
704,774271773340729344,HillaryClinton,We can only confront a challenge like Zika when we come together. It's time for Republicans to fund this fight: https://t.co/9jNGrpj5Nt -H
705,774256782290128896,realDonaldTrump,Jeff Zucker failed @NBC and he is now failing @CNN.
706,774255625673072640,HillaryClinton,"If you've ever wondered what Hillary's like as a friend, you could ask Janelle. https://t.co/t6egqFasOK"
707,774255510191239170,realDonaldTrump,".@CNN is unwatchable. Their news on me is fiction. They
are a disgrace to the broadcasting industry and an arm of the Clinton campaign."
708,774245447514873858,HillaryClinton,Making the wrong choice on climate change would be a disaster for our kids and grandkids. https://t.co/dhc0OABqml
709,774097705513517057,realDonaldTrump,The documentary of me that @CNN just aired is a total waste of time. I don't even know many of the people who spoke about me. A joke!
710,774076193259810816,HillaryClinton,"The next time Trump throws a tantrum, picture him in the Situation Room making life-or-death decisions for us. https://t.co/YjyAe2IMzr"
711,774064919633428480,realDonaldTrump,Final poll results from NBC on last nights Commander-in-Chief Forum. Thank you! #ImWithYou #MAGA https://t.co/C5ipaxUN7B
712,774062203213385728,HillaryClinton,"The most important quality in a president and Commander-in-Chief is steadiness—an absolute, rock solid steadiness. https://t.co/QwQBzZc0xb"
713,774050466120409088,HillaryClinton,"Unlike Trump's, this plan to defeat ISIS isn’t a “secret.” https://t.co/vJq6LUMuPW"
714,774044548293074944,realDonaldTrump,It wasn't Matt Lauer that hurt Hillary last night. It was her very dumb answer about emails &amp; the veteran who said she should be in jail.
715,774033670239760384,realDonaldTrump,"More poll results from last nights Commander-in-Chief Forum. 
#AmericaFirst #TrumpTrain https://t.co/FxyBL6fO1h"
716,774026882966777856,HillaryClinton,"We need a president who will do justice, love kindness, and walk humbly. https://t.co/m1814vekWO"
717,774026353645584384,HillaryClinton,We need a president who understands that none of us has all the answers and no one person can fix our problems alone.
718,774026083708514304,HillaryClinton,"""Everyone here...has stumbled on their own stony roads. It’s grace that lifts us up, grace that leads us home.” —Hillary to the @nbcusa_inc"
719,774025470778052610,HillaryClinton,"""Humility is not something you hear much about in politics, is it? But we should. None of us is perfect."" —Hillary"
720,774024262352941057,HillaryClinton,"Do all the good you can,
for all the people you can,
in all the ways you can,
for as long as you can. https://t.co/d0KRFBYW98"
721,774023910018777092,HillaryClinton,"This election is too important for anyone to sit on the sidelines.

Make sure your friends are registered to vote. https://t.co/tTgeqy51PU"
722,774023039608434688,HillaryClinton,"Let's beat back the assault on voting rights—a blast from the Jim Crow past that must be stopped.

We should expand voting rights instead."
723,774022705515368448,HillaryClinton,"Every child should be able to live up to their God-given potential, no matter where they come from, what they look like, or who they love."
724,774022125510197249,HillaryClinton,"Together, we’ll face head-on the reality of systemic racism and work to reform our criminal justice system. https://t.co/ZdPJoscLBX"
725,774021824053116928,HillaryClinton,Rosa Parks opened up every seat on the bus—now it’s our job to create more good jobs so everyone can afford the fare.
726,774021612924465160,HillaryClinton,None of us can sit back while the epidemic of gun violence ravages our country. https://t.co/PSLPh3Ihnt
727,774021339095195648,HillaryClinton,"We have to work together to make sure every child has clean water to drink and air to breathe and good schools, no matter their zip code."
728,774020766589394944,HillaryClinton,"""Thank you for loving all people, especially 'the least, the last, and the lost' among us."" —Hillary to the @nbcusa_inc"
729,774020340850761728,HillaryClinton,"Anyone who looks at the African American community and sees only poverty, crime, and despair is missing so much. https://t.co/qdx99XN9nG"
730,774019727471603713,HillaryClinton,Hillary’s talking to @nbcusa_inc about her faith live in Kansas City. Watch here: https://t.co/nhX3lDn3Eb
732,773976139031252992,HillaryClinton,7 ways Donald Trump proved he’s not ready to be Commander-in-Chief (in less than 30 minutes): https://t.co/iwW6bqyxP5
733,773972305642913792,realDonaldTrump,Last nights results - in poll taken by NBC. #AmericaFirst #ImWithYou https://t.co/sCOnny1fl3
734,773960064638025729,HillaryClinton,"Hillary chats favorite books, handling criticism, and life on the trail in episode 3 of With Her. Listen here 🎧 : https://t.co/3t2bb1d1mT"
736,773948271140016128,realDonaldTrump,"With Luis, Mexico and the United States would have made wonderful deals together - where both Mexico and the US would have benefitted."
737,773948120069615616,realDonaldTrump,Mexico has lost a brilliant finance minister and wonderful man who I know is highly respected by President Peña Nieto.
738,773945829577162757,HillaryClinton,"At last night's forum, Trump disrespected our generals, our country, and women in the military—but he praised Putin. https://t.co/I08j5ap1DX"
739,773935280499884037,HillaryClinton,We can build a future where we’re stronger together. That’s who we are as Americans. Text JOIN to 47246 to get involved.
740,773933657807552514,HillaryClinton,"""As your Commander-in-Chief, I will not trash our country’s most cherished values. I will defend them.” —Hillary"
741,773932691175669761,HillaryClinton,We’re going to guarantee equal pay for women. It is long overdue. https://t.co/BXLf58T6nE
742,773931877547794432,HillaryClinton,What’s the best way to stand up for voting rights? Get registered: https://t.co/tTgeqxNqYm
743,773931142001127424,HillaryClinton,Hillary’s speaking in North Carolina on her vision to build an economy that works for everyone. Tune in: https://t.co/5VPr9qVgkv
744,773920230192054272,realDonaldTrump,Hillary Clinton answered email questions differently last night than she has in the past. She is totally confused. Unfit to serve as #POTUS.
746,773915260625510400,HillaryClinton,"Before Hillary, the last Democrat the @DallasNews endorsed was FDR: https://t.co/4Phexk1OOG"
748,773903163296473088,realDonaldTrump,Hillary just gave a disastrous news conference on the tarmac to make up for poor performance last night. She's being decimated by the media!
751,773893169717149697,HillaryClinton,"Last night, Trump chose to talk about his deep admiration and support for Putin.

Maybe he did it with a smile. https://t.co/IjcqT5Z4KZ"
752,773890674521440256,HillaryClinton,"The next time Donald Trump throws a temper tantrum, imagine if he had the nuclear codes. https://t.co/m11adVj9v8"
753,773884319030976512,HillaryClinton,"“I love this country. I will serve it with my entire heart, mind, and soul.” —Hillary on the tarmac to reporters"
754,773855962528620548,realDonaldTrump,"""A rough night for Hillary Clinton""  ABC News."
755,773855854831493121,HillaryClinton,There's only one candidate in this election who's ready to be America's Commander-in-Chief. https://t.co/NarHADLKi2
756,773836389943246848,realDonaldTrump,"Wow, reviews are in - THANK YOU!"
757,773834064465920000,realDonaldTrump,COMING UP @GenFlynn @newtgingrich on @foxandfriends
758,773833021837438977,realDonaldTrump,Thank you to @foxandfriends for the nice reviews of last night.
759,773823089331277824,realDonaldTrump,Thank you America - great #CommanderInChiefForum polls! https://t.co/Rcu6KaRGCB
760,773733162245582849,realDonaldTrump,Thank you to our fantastic veterans. The reviews and polls from almost everyone of my Commander-in-Chief presentation were great. Nice!
761,773727805263736832,HillaryClinton,Imagine this man in charge of our men and women in uniform. https://t.co/IyZ3kBGBzm
763,773697548389380097,HillaryClinton,"Actually, that’s just what taking the office of President seriously looks like. https://t.co/Pyn92mesom"
767,773690611971088384,HillaryClinton,"Donald Trump is unqualified and totally unfit to be Commander-in-Chief.

You can stop him. Register to vote today: https://t.co/tTgeqxNqYm"
768,773689266501279744,HillaryClinton,Text QUALIFIED to 47246 if you agree there was only one candidate tonight who showed she's ready to be the next president.
769,773687086633390080,HillaryClinton,"Donald Trump could be our next Commander-in-Chief.

Chip in to make sure it never happens: https://t.co/GbWxtTLvDe #NBCNewsForum"
770,773685541271379968,HillaryClinton,"""It is a correct tweet."" —Donald Trump, just now #NBCNewsForum  https://t.co/EyNuOmY8oF"
773,773684415054708736,HillaryClinton,"The worst part is, this isn’t the first time Donald Trump has praised Russia and Putin. #NBCNewsForum https://t.co/N6ySNILYMx"
775,773682724527824897,HillaryClinton,"“I have a very good brain.” —Donald Trump on his foreign policy advisors

(Himself.) https://t.co/48MePwjHh9"
777,773680224936615937,HillaryClinton,"Tonight, Trump is going to try and claim he's ready to be Commander-in-Chief. The facts say otherwise. 

Follow @TheBriefing2016 to see why."
778,773679891434856448,HillaryClinton,Not every wound can be seen. Our veterans deserve the best mental health services we can give. #NBCNewsForum https://t.co/vHoPy09BvC
780,773678507826307072,HillaryClinton,We need to do everything we can to remove barriers to the health care our veterans need—whether physical or mental. #NBCNewsForum
781,773677916563578880,HillaryClinton,"""I will not let the VA be privatized."" —Hillary https://t.co/FRkf6AnS2f #NBCNewsForum"
782,773676288624254976,HillaryClinton,"Hillary has spent decades fighting for veterans, members of the military, and their families. https://t.co/GJ0NmH6hYn #NBCNewsForum"
783,773675333975470080,HillaryClinton,"Our next Commander-in-Chief needs to have the steadiness, strength, and judgment to make life and death decisions. https://t.co/UV6XBW7GCM"
784,773673141323399168,HillaryClinton,"It takes experience, toughness, and a steady temperament to be our Commander-in-Chief. #NBCNewsForum https://t.co/d5m0pXRMQG"
785,773671107111034880,HillaryClinton,Donald Trump has proven over and over again that he's unfit to be our Commander-in-Chief. https://t.co/uLoHJdzXte
789,773656536723980288,HillaryClinton,"Tonight, Americans will hear what Trump would do as Commander-in-Chief.

Here are 5 reasons he's unfit for the job: https://t.co/1SfNIW8Y3Q"
790,773648127366688768,HillaryClinton,A man you can bait with a tweet is not a man we can trust with nuclear weapons. https://t.co/qZ3Z10cqKN
791,773643843476611072,realDonaldTrump,"Thank you Peter - if elected, I will think big for our country &amp; never let the American people down! #AmericaFirst https://t.co/6Nwu7EMJ9d"
793,773627088683339776,HillaryClinton,A man who talks about our veterans and military families like this doesn't deserve to be Commander-in-Chief. https://t.co/4s6SvAAyNA
794,773617820944961536,realDonaldTrump,"Wow - thank you Pensacola, FL. See you Friday at 7pm -- join me!
https://t.co/JCO7Za78tV https://t.co/LYmpRyY0Hq"
795,773616523990761472,HillaryClinton,"The U.S. presidency isn't an entry-level job.

How Hillary's time as our secretary of state shows she's ready: https://t.co/6akMEX6pRs"
796,773600761775267840,HillaryClinton,Did Trump use his charitable foundation to prevent a state attorney general from investigating his fraud? https://t.co/MZdZDzimY4
797,773584728276475905,realDonaldTrump,#AmericaFirst! https://t.co/fQGxwAjXD7
798,773579721586143232,HillaryClinton,".@POTUS, @madeleine, and Leon Panetta agree: Hillary's one of the best secretaries of state we've had. https://t.co/UV6XBW7GCM"
800,773568795214548993,HillaryClinton,We can't afford a president who would sabotage our efforts to fight climate change. https://t.co/bvya51W44z
802,773551774397530113,HillaryClinton,"Donald Trump doesn't ""know why"" African Americans would be offended that he pushed the ""birther"" conspiracy: https://t.co/IY4xocgveh"
803,773545200807534592,HillaryClinton,"When our SEALs took out bin Laden, they brought the terrorists' families to safety first. That's American honor. https://t.co/QV5zDf2iAg"
804,773539317377478657,realDonaldTrump,"'Donald Trump leads Hillary Clinton by 19 points among military, veteran voters: poll' #AmericaFirst #MAGA
https://t.co/5FmxGtLkwt"
805,773532014511349761,HillaryClinton,The @DallasNews hasn't endorsed a Democrat for president since before WWII. Here's why it's endorsing Hillary: https://t.co/lMhufMDjFk
806,773520924607930368,HillaryClinton,World leaders on why Hillary's tenure as secretary of state prepared her to be president: https://t.co/ROD8Jh50aV
808,773484097159192576,HillaryClinton,"""I know more about ISIS than the generals do."" —Donald Trump

No, you don't. https://t.co/6tFKlsqyyk"
809,773375897554526208,realDonaldTrump,"""@adhd_fa:Kudos to @PARISDENNARD for standing up to CNN's attempt to bully you and shout you down for defending @realDonaldTrump #media bias"
810,773353464223129601,HillaryClinton,"If Donald Trump doesn't show all Americans the respect they deserve, he doesn't deserve to be their president. https://t.co/mDBewdAYLU"
811,773347835949359104,HillaryClinton,Enter to win a signed copy of Hillary and Tim's new book! https://t.co/j5hq0SqGlG
812,773330142785630208,realDonaldTrump,I will be interviewed on @oreillyfactor tonight at 11pmE @FoxNews. Enjoy!
813,773325006130515968,HillaryClinton,"""I think I've made a lot of sacrifices."" —Trump's response to the parents of Humayun Khan, who died serving in Iraq https://t.co/B3Av1YtocK"
814,773318106630463488,realDonaldTrump,"Thank you North Carolina- get out &amp; #VoteTrump on 11/8/2016!
#MakeAmericaGreatAgain https://t.co/HX2LRYs4Vq"
815,773317611207688192,HillaryClinton,"We should be helping more immigrant families stay together, not tearing them apart. https://t.co/BGU5uxx06g"
817,773294567961616384,HillaryClinton,"""Clinton’s proposals would revolutionize how we treat young children in America.” https://t.co/vdJ9DuNINc"
818,773281879848062976,realDonaldTrump,"Great meeting with military spouses in Virginia- joined by @IvankaTrump, @LaraLeaTrump, @GenFlynn &amp; @MayorRGiuliani. https://t.co/00GNH9nLet"
819,773277667164585984,HillaryClinton,Donald Trump has a problem looking at someone different from himself and actually seeing them. https://t.co/LddoXYkBsf
820,773250022045548544,realDonaldTrump,"Thank you to all of our amazing military families, service members, and veterans. #ImWithYou https://t.co/RmQJt0Wxcq"
821,773249047935197184,HillaryClinton,"We can take on the threat of climate change and make America a clean energy superpower.

Or, we can do nothing. https://t.co/JlYmN61epB"
822,773238242741219333,HillaryClinton,Vote this year like your future depends on it—because it does: https://t.co/tTgeqxNqYm
823,773237371995316224,HillaryClinton,"""I call on all Republicans to put people before politics and finally vote on a clean funding bill to fight Zika right here in Florida."""
824,773235267402600448,HillaryClinton,Donald Trump is totally unfit and unqualified to be president of the United States: https://t.co/Ozc1g9BJO0
825,773233995207303168,HillaryClinton,"Trump says he “knows more about ISIS than the generals do.”

Not only is that wrong, it's disrespectful to our men and women in uniform."
826,773233077065768960,HillaryClinton,"Right now, too many Americans are being held back by student debt.

We’ve got to fix that: https://t.co/ds1LK4CPxh"
827,773232158404177920,HillaryClinton,Anybody working full-time should not be living in poverty. It’s time to raise the minimum wage. https://t.co/o3fMNv77ai
828,773231133727358976,HillaryClinton,"In America, we don't say, “I alone can fix it.”

We say, ""We'll fix it together.” https://t.co/rKkXeL6c5X"
829,773230135545921538,HillaryClinton,"We’re going to make our economy grow, but we’re also going to make it fair. Here’s how: https://t.co/xIbkccCzWi"
830,773229338347073536,HillaryClinton,"""I want to be a president for all Americans, not just for some Americans; Democrats, Republicans, Independents."" —Hillary"
831,773228078516543488,HillaryClinton,The stakes in this campaign couldn’t be higher. Make sure you’re registered to vote: https://t.co/tTgeqxNqYm
832,773227026333433856,HillaryClinton,"63 days left.

Watch live as Hillary hits the trail in Tampa → https://t.co/LZD1Asr7TS"
833,773218706084290565,realDonaldTrump,"Join me in Pensacola, Florida this Friday at 7pm! #VoteTrump 
https://t.co/L8Ui56dcrJ https://t.co/0ciDCuoFeO"
834,773206341296979972,realDonaldTrump,Thank you! #VoteTrump #ImWithYou https://t.co/SCEq9LqTTj
835,773203658355924993,HillaryClinton,Only one candidate in this race is standing up for working families. Take a look: https://t.co/24KUrmW0zH
836,773182391544348674,HillaryClinton,Our veterans and military families deserve better. https://t.co/zhM6TSiSzc
837,773181751749402624,realDonaldTrump,"Mainstream media never covered Hillary’s massive “hacking”
or coughing attack, yet it is #1 trending. What’s up?"
838,773145023319867392,realDonaldTrump,"""@Ler: Message for undecided voters: Please wake up and vote DonaldTrump now! Trump/Pence very important save our America before too late!"""
839,773140953133641729,realDonaldTrump,Thank you! #AmericaFirst https://t.co/6v4C8ykDVl
840,773140702972801024,realDonaldTrump,"As a tribute to the late, great Phyllis Schlafly, I hope everybody can go out and get her latest book, THE CONSERVATIVE CASE FOR TRUMP."
841,773130397232275458,HillaryClinton,"Today, we'll hear Trump talk about our veterans.

Our new ad on what they've been hearing from Trump for months: https://t.co/nG2oTwOclR"
842,773116580733587456,realDonaldTrump,"China wouldn't provide a red carpet stairway from Air Force One and then Philippines President calls Obama ""the son of a whore."" Terrible!"
843,773113752271060992,realDonaldTrump,"The truly great Phyllis Schlafly, who honored me with her strong endorsement for president, has passed away at 92. She was very special!"
845,772963506127765505,HillaryClinton,"""The essence of his campaign is bigotry."" —@BernieSanders on Donald Trump in New Hampshire https://t.co/2eqNAvMvmv"
846,772947268500684804,HillaryClinton,Unions have had the backs of working families for decades. Now they need to know we have theirs. https://t.co/lqxCtdZuLM
848,772928797419143168,realDonaldTrump,Thank you Ohio! #AmericaFirst https://t.co/p68GAJdhwu
850,772917063522328576,HillaryClinton,"""Human rights are women's rights, and women's rights are human rights."" —Hillary in Beijing, 21 years ago today https://t.co/T46TNfDikW"
851,772893252898983936,HillaryClinton,Sec. of Labor Frances Perkins was our first woman cabinet member and an architect of the Fair Labor Standards Act. https://t.co/T6SXpU9oOm
852,772884092132192256,HillaryClinton,One candidate would stand up for workers and their families. The other? Not so much. https://t.co/EtDBJgyNX7
853,772873887214407680,HillaryClinton,"Unions gave us higher wages, weekends, and the largest middle class in the world. That's worth celebrating &amp; protecting. Happy #LaborDay! -H"
854,772863407620034560,realDonaldTrump,"Heading to Youngstown, Ohio now- some great polls. #AmericaFirst https://t.co/cGwDLSOFUt"
855,772857447149109249,HillaryClinton,.@iamwill Yes. https://t.co/8tfBTtpZFN
856,772840545668493312,realDonaldTrump,Thank you American Legion Post 610- for hosting @Mike_Pence &amp; I for a roundtable with labor leaders. #LaborDay #MAGA https://t.co/r0cwJlV38L
857,772836300722434048,HillaryClinton,Unions stand up for workers who need someone to have their backs. We need a president who will do the same. https://t.co/0OpO5kCyyg
858,772799454806155264,HillaryClinton,"If you're a fan of weekends, thank a union member. https://t.co/RUF2UtG2sM"
859,772798809508372480,realDonaldTrump,"#LaborDay #AmericaFirst
Video: https://t.co/RNl7cfzkmN https://t.co/ZqRtbV4KRI"
860,772797202922082304,realDonaldTrump,Can you believe that the Chinese would not give Obama the proper stairway to get off his plane - fight on tarmac! https://t.co/FAldS5zZi5
861,772793658072559616,realDonaldTrump,President Obama &amp; Putin fail to reach deal on Syria - so what else is new? Obama is not a natural deal maker. Only makes bad deals!
862,772645423097995264,realDonaldTrump,"""@OSPREY675: @Miami4Trump I followed you because you are a patriot &amp; support @realDonaldTrump, as do I. #MAGA by sticking together."
863,772645091802480640,realDonaldTrump,"""@tweak626: I'm at a biker rally in Perry, Kansas...and everyone is a @realDonaldTrump fan. Love it."""
864,772607833275830272,realDonaldTrump,"""@ronnieclemmons: @ChrisCJackson @TakouiS @realDonaldTrump  Trump now leads her by 2 - get real, she will lose big"""
865,772607185851408387,realDonaldTrump,"""@lblackvelvet: @realDonaldTrump We need to show Americans that Hillary will KILL our Country !! Vote for Trump !!"""
866,772606281576280064,realDonaldTrump,"""@CherNuna: @realDonaldTrump It defies belief the Web of Lies Hillary is spinning! One excuse after another. Then it's this, then it's that."
868,772582467601588224,realDonaldTrump,"Lyin' Hillary Clinton told the FBI that she did not know the ""C"" markings on documents stood for CLASSIFIED. How can this be happening?"
869,772578400208842752,HillaryClinton,There's going to be no one left in Washington for Trump to work with who he hasn’t insulted. https://t.co/rW6ZWJTNoR
870,772576650718482432,realDonaldTrump,"To the African-American community: The Democrats have failed you for fifty years, high crime, poor schools, no jobs. I will fix it, VOTE ""T"""
871,772574369633763329,realDonaldTrump,The polls are close so Crooked Hillary is getting out of bed and will campaign tomorrow.Why did she hammer 13 devices and acid-wash e-mails?
872,772571293438840832,realDonaldTrump,"The Great State of Arizona, where I just had a massive rally (amazing people), has a very weak and ineffective Senator, Jeff Flake. Sad!"
873,772556213313765377,realDonaldTrump,"The Republican Party needs strong and committed leaders, not weak people such as @JeffFlake, if it is going to stop illegal immigration."
875,772504589102899201,HillaryClinton,Astonishing that the Republican nominee still refuses to acknowledge that @POTUS was born in the United States. https://t.co/i4GPAi0klY
876,772496012611088384,HillaryClinton,We have a new @Tumblr! Check out letters to Hillary from Americans around the country at https://t.co/gmfVm5q0si https://t.co/0LOja02ENX
878,772467120114397184,realDonaldTrump,"""@AnneBellar: @realDonaldTrump @CNN CNN is so biased. Never ever watch them. Trump 2016!!"""
879,772465330740404225,realDonaldTrump,Crooked Hillary's V.P. pick said this morning that I was not aware that Russia took over Crimea. A total lie - and taken over during O term!
880,772439580691861504,HillaryClinton,"""That’s a special thing about Hillary—when there’s a job worth doing, she doesn’t abandon it."" —President Carter https://t.co/6JYbmzWeGy"
881,772417922279043073,realDonaldTrump,"Wow, the failing @nytimes has not reported properly on Crooked's FBI release. They are at the back of the pack - no longer a credible source"
882,772208796928212993,HillaryClinton,"Thanks, @POTUS, for reaffirming the law to protect women's health—whichever provider you choose. https://t.co/e4o34UDvJc"
883,772189964327084032,HillaryClinton,"Even before his hateful speech this week, Trump has never been vague about his feelings toward immigrants. https://t.co/5VqZYpmmy3"
884,772182265375952897,HillaryClinton,"A reminder as America officially joins the Paris climate agreement.

We can’t stop there: https://t.co/RRy44trUGH https://t.co/mrL3oo1Fg6"
885,772171469476552704,realDonaldTrump,".@CNN is so disgusting in their bias, but they are having a hard time promoting Crooked Hillary in light of the new e-mail scandals."
886,772170704687099904,realDonaldTrump,"Great visit to Detroit church, fantastic reception, and all @CNN talks about is a small protest outside. Inside a large and wonderful crowd!"
887,772166085974130697,realDonaldTrump,"I am returning to the Pensacola Bay Center in Florida- Friday, 9/9/16 at 7pm. Join me! https://t.co/L8Ui56dcrJ https://t.co/wAePlfS0JL"
889,772123965938597888,realDonaldTrump,"Thank you Great Faith Ministries International, Bishop Wayne T. Jackson, and Detroit!
https://t.co/4Ucx678ZCC"
890,772118606582775808,HillaryClinton,"Our planet's future depends on the decisions we make now.

RT if you agree it's time to combat climate change. https://t.co/cSUPgkMIqj"
892,772073250561986560,HillaryClinton,Donald Trump's pattern of prejudice and discrimination started long before he was a presidential candidate. https://t.co/fTUwCuRkVv
893,772036179420127232,realDonaldTrump,#ImWithYou https://t.co/I8dHzezmY4
894,771899397437259776,HillaryClinton,"Donald Trump's plan on immigration has been clear all along: demonize immigrants, ""build a wall,"" deport millions. https://t.co/uSSd7XigYp"
895,771854023544549377,realDonaldTrump,#AmericaFirst #ImWithYou https://t.co/Gtl7DyQkzt
896,771833178092933120,HillaryClinton,"America needs leadership in the White House, not a liability. https://t.co/dnhGjfKMRx https://t.co/JnwS6k6SSC"
897,771801270113935360,HillaryClinton,"When Ruline was born in 1913, women couldn't vote.

In 2016, she'll cast her vote to elect the 1st woman president. https://t.co/QSCZI7JbrV"
898,771775910278291456,HillaryClinton,Drug companies should never put profits before patients. Our plan to stop excessive prescription drug price hikes: https://t.co/2MdTyJ3Xti
899,771753541698523136,realDonaldTrump,"Great new poll Iowa - thank you!
#MakeAmericaGreatAgain #ImWithYou https://t.co/7hupah1RQN"
900,771742094985666560,HillaryClinton,Trump and his hateful language are affecting our kids. These are some of the heartbreaking things they're saying: https://t.co/DWCluAKJUd
902,771716034093023232,HillaryClinton,"The worst part is, Trump's disturbing policies for immigrant families go way beyond just ""building a wall."" https://t.co/szrTF9eB0E"
903,771691993835638784,HillaryClinton,"As a candidate, Trump has already embarrassed us on the world stage.

Imagine the damage he'd do as president. https://t.co/nmOVOboTYf"
904,771688054344089601,realDonaldTrump,"I visited our Trump Tower campaign headquarters last night, after returning from Ohio and Arizona, and it was packed with great pros - WIN!"
905,771687247951298560,realDonaldTrump,People will be very surprised by our ground game on Nov. 8. We have an army of volunteers and people with GREAT SPIRIT! They want to #MAGA!
906,771686352438042624,realDonaldTrump,Just heard that crazy and very dumb @morningmika had a mental breakdown while talking about me on the low ratings @Morning_Joe. Joe a mess!
908,771544894741417984,HillaryClinton,The disastrous Mexico wall trip: a case study in the Trump school of diplomacy. https://t.co/Nza7IYN1pu
909,771526014988062720,HillaryClinton,"So, how did Donald Trump's first swing at diplomacy go? Not so great.

Try to follow his decision-making process: https://t.co/nLpVoJICv1"
911,771516282151792641,HillaryClinton,"Turns out, hosting Miss Universe pageants abroad doesn't equate to diplomatic skills. https://t.co/qsra0EJnyI"
913,771484431219564544,HillaryClinton,It took Donald Trump exactly one foreign policy trip to get rebuked by a leader of an ally nation. https://t.co/yGWzjldtZY
914,771481226578460672,realDonaldTrump,I will be interviewed by @ericbolling tonight at 8pm on the @oreillyfactor. Enjoy!
915,771472849831878657,HillaryClinton,"If Trump needs help with diplomacy, he could learn a lot from our last secretary of state. https://t.co/wrAPHGr7oq"
916,771457054133321728,HillaryClinton,"Born Sept. 1, 1933, former TX Gov. Ann Richards opened doors for women and minorities in her own state and beyond. https://t.co/K1h1Hcdgjq"
918,771433590689267712,HillaryClinton,"""There will be no softening whatsoever."" —the @WashingtonPost on Trump's most alarming immigration speech yet https://t.co/RxuZC8hWzy"
919,771398407877517312,HillaryClinton,This choice couldn't be starker. https://t.co/9msdztcXbE
920,771393537900503040,realDonaldTrump,I am promising you a new legacy for America. We're going to create a new American future. Thank you OHIO! #ImWithYou https://t.co/TUgccsxvoy
